source,archive_page_type,year,volume,page_url
The BMJ,openalex_year_slice,2015,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2015"
The BMJ,openalex_year_slice,2016,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2016"
The BMJ,openalex_year_slice,2017,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2017"
The BMJ,openalex_year_slice,2018,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2018"
The BMJ,openalex_year_slice,2019,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2019"
The BMJ,openalex_year_slice,2020,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2020"
The BMJ,openalex_year_slice,2021,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2021"
The BMJ,openalex_year_slice,2022,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2022"
The BMJ,openalex_year_slice,2023,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2023"
The BMJ,openalex_year_slice,2024,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2024"
The BMJ,openalex_year_slice,2025,,"https://api.openalex.org/works?filter=primary_location.source.id:S4393917726,publication_year:2025"
